"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"8193","His nigga just ran me the juice lol cat been fwm since 2 years ago<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>",0,FALSE,FALSE,"806209312762761216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:50:53 +0000 2016",NA,NA,"en",8,FALSE,"Houston, TX","293790608","Im my own boss<ed><U+00A0><U+00BD><ed><U+00B1><U+0091> I make my own schedule <ed><U+00A0><U+00BE><ed><U+00B4><U+0091> im riding my own wave<ed><U+00A0><U+00BC><ed><U+00BC><U+008A> sc: xo_tierraa",TRUE,"Fri May 06 00:07:06 +0000 2011",80541,1956,3317,FALSE,NA,"t fields <U+2728><U+264F><U+FE0F>","Quito","en",-18000,1735,"Xoxo_tierraa","US","United States","city","Youngstown, OH",NA,NA,41.105271,-80.6395405,NA,NA,NA,NA
"8360","@emilymblue F that… my cat is loyal as shit.",0,FALSE,FALSE,"806209488109891584","emilymblue","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",FALSE,"Tue Dec 06 18:51:35 +0000 2016","806204872240599040","10032222","en",48,FALSE,"Hooker Corner, Indiana","17322758","I'm basically into beer, scotch, aviation, travel, anthropodermic bibliopegy and screwing around. One-time winner of nine Potbelly sandwiches.",TRUE,"Tue Nov 11 21:30:10 +0000 2008",68539,698,2176,FALSE,"http://www.hambutton.com","Rob Blue","Eastern Time (US & Canada)","en",-18000,691,"rblue78","US","United States","city","Lafayette, IN",NA,NA,40.407236,-86.8467525,40.41783586,-86.89109181,NA,NA
"8639","<ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>love you cool cat https://t.co/z37bFHUY0R",0,FALSE,FALSE,"806209740460044288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:52:35 +0000 2016",NA,NA,"en",2,FALSE,NA,"542181346","Hi , Im Mikaela #TxSU",TRUE,"Sun Apr 01 02:52:05 +0000 2012",4187,1019,648,FALSE,NA,"Mikaelaaa","Hawaii","en",-36000,1523,"KAELAAWAELAA","US","United States","city","Houston, TX",NA,NA,29.838495,-95.4464865,NA,NA,"http://ow.ly/aEuP306OfVf","https://t.co/z37bFHUY0R"
"8698","Looking outside.   Our cool #cat @ Southlake, Texas https://t.co/Ov5puCXxzJ",0,FALSE,FALSE,"806209807359311874",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 18:52:51 +0000 2016",NA,NA,"en",3,FALSE,"Southlake, Texas","258515375","President/CEO, Board Member and Founder of several global Cloud/Mobility Software Technology Companies. Based in Dallas.",TRUE,"Sun Feb 27 22:14:51 +0000 2011",70,22,16,FALSE,NA,"Tim Rice","Central Time (US & Canada)","en",-21600,20,"timmrice","US","United States","city","Southlake, TX",NA,NA,32.960651,-97.1509985,32.9467,-97.1452,"http://pin.it/rRl6a2N","https://t.co/Ov5puCXxzJ"
"8761","my cat is prettier than me https://t.co/h5mVGmNtpO",0,FALSE,FALSE,"806209877190250497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:53:08 +0000 2016",NA,NA,"en",1,FALSE,"Laramie, WY","1109419045","UW {some major} + Gender Studies/ realist/ sassy af/ riot girl/ comics + coffee/ i'm not pissed, this is just my face.",TRUE,"Mon Jan 21 16:12:28 +0000 2013",6230,349,385,FALSE,NA,"Jewels Francis<U+203C><U+FE0F>",NA,"en",NA,1757,"jewels_francis","US","United States","city","Laramie, WY",NA,NA,41.308163,-105.605821,NA,NA,NA,NA
"8873","@Lindseyyeltonn https://t.co/47ZoG5LP93 im crying again https://t.co/AneJQj1Dau",0,FALSE,FALSE,"806210001547169792","Lindseyyeltonn","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:53:37 +0000 2016",NA,"320944999","en",0,FALSE,"knuckleheadmcspazzatron","2526759201",NA,TRUE,"Sun May 04 00:55:04 +0000 2014",7112,742,15680,FALSE,"http://vimeo.com/arielauman","Ariel Auman",NA,"en",NA,585,"AumanAriel","US","United States","admin","North Carolina, USA",NA,NA,35.1704985,-79.861034,NA,NA,"http://noticias.anotao.com/link/bo/2016120286127/www.eldia.com.bo/index.-php-","https://t.co/47ZoG5LP93"
"8938","@MirandaRuns - I think George Wallace said something we can agree would be a party worth attending. https://t.co/wtXJAPKxHO",0,FALSE,FALSE,"806210076470034440","MirandaRuns","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:53:55 +0000 2016",NA,"1379465473","en",2,FALSE,NA,"357605049","Education PhD student in dissertation, instructor, introvert with compassion, wannabe author, Golden Circle member, father, and all around man about town.",TRUE,"Thu Aug 18 16:40:22 +0000 2011",1593,74,732,FALSE,NA,"James Thomas","Eastern Time (US & Canada)","en",-18000,173,"jamesthomas_UK","US","United States","admin","Kentucky, USA",NA,NA,37.822244,-85.7682405,NA,NA,"http://www.souvenirshop.com.tw/cat/gift-package/","https://t.co/wtXJAPKxHO"
"9161","It's not a keyboard tray, it's a platform for your little cat sidekick. @ Burbank, California https://t.co/xO38qYnEKU",0,FALSE,FALSE,"806210322595921920",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 18:54:54 +0000 2016",NA,NA,"en",8,FALSE,"Los Angeles, CA","224729333","Wife, Actress, Roadtripper, Adventurer, Friend To Animals",TRUE,"Thu Dec 09 18:36:36 +0000 2010",6454,400,2008,FALSE,"http://www.JenniWilsonActs.com","Jenni Wilson","Eastern Time (US & Canada)","en",-18000,1107,"abrightsoul","US","United States","city","Burbank, CA",NA,NA,34.18216,-118.325145,34.1802,-118.328,"http://youtu.be/Gwr9pEuFtB0?a","https://t.co/xO38qYnEKU"
"9545","Me and my cat are watching Planet Earth together <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>",0,FALSE,FALSE,"806210699676569600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:56:24 +0000 2016",NA,NA,"en",15,FALSE,"Warsaw, IN","727639952","im angry",TRUE,"Tue Jul 31 05:24:06 +0000 2012",40968,976,40044,FALSE,"http://goodgriefgoodband.com","uhlandruh","Pacific Time (US & Canada)","en",-28800,793,"leandra_thal","US","United States","city","Warsaw, IN",NA,NA,41.247669,-85.855172,NA,NA,NA,NA
"9725","@DrRachaelF I read that as ""cat"" and I was like wtf is a cat dealership? <ed><U+00A0><U+00BD><ed><U+00B8><U+00B8>",0,FALSE,FALSE,"806210912826724352","DrRachaelF","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 18:57:14 +0000 2016","806210017703514113","581145322","en",458,FALSE,"Washington, DC","121869155","Maker of science-y art.  Microblognitsa. Keeper of the lolcats.",TRUE,"Wed Mar 10 21:37:15 +0000 2010",74065,6520,36049,FALSE,"http://artologica.etsy.com","Michele Banks","Atlantic Time (Canada)","en",-14400,1272,"artologica","US","United States","city","San Francisco, CA",NA,NA,37.7706565,-122.4359785,NA,NA,NA,NA
"9734","My kitten did the worst thing ever and I'm so angry at him I feel sick and maybe like fainting. I need to sit down.",0,FALSE,FALSE,"806210923329454080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 18:57:17 +0000 2016",NA,NA,"en",11,FALSE,"Chicago, IL","140823673","(Kelly <U+2640>)<U+2764><U+2764> icon by @kellmatsu <U+2764><U+2764> <U+2606>pregnantzombie-ao3<U+2606> R-18! BL<U+677E> OK(<U+2661><U+901F><U+5EA6><U+677E>-<U+304A><U+305D><U+30C1><U+30E7><U+30ED><U+2661>) Here you will find cosplay, cats, & fic chat/complaints.",TRUE,"Thu May 06 13:13:04 +0000 2010",52042,649,41297,FALSE,"http://thiscrush.com/~pregnantzombie","<U+30E1><U+30EA><U+30FC><U+30AF><U+30EA><U+30B9><U+677E>","Pacific Time (US & Canada)","en",-28800,270,"_choromi","US","United States","city","Chicago, IL",NA,NA,41.8335845,-87.732013,NA,NA,NA,NA
"9980","My cat just farted in my fucking face",0,FALSE,FALSE,"806211214053376000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:58:26 +0000 2016",NA,NA,"en",7,FALSE,"New York, NY","83152968","OFFICIAL Twitter of comedian Christopher Garner, 24, NYC. Kisser. Storyteller. Bitch.",TRUE,"Sat Oct 17 15:19:01 +0000 2009",1967,472,1328,FALSE,"http://businesscomputercomedy.com","Christopher Garner","Central Time (US & Canada)","en",-21600,1071,"AsSeenOnYourMom","US","United States","city","Port Orange, FL",NA,NA,29.0923355,-81.0232725,NA,NA,NA,NA
"10032","This cat needs to get some help. Trying to commit sucicide all the time. https://t.co/g20zqtzFZu",0,FALSE,FALSE,"806211277332811776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:58:41 +0000 2016",NA,NA,"en",2,FALSE,"Nebraska, USA","1256189876","Snapchat: hoyt5023 Instagram: hoyt5023",TRUE,"Sun Mar 10 05:36:49 +0000 2013",313,186,166,FALSE,NA,"ally",NA,"en",NA,232,"allison_hoyt","US","United States","admin","Nebraska, USA",NA,NA,41.5007295,-99.6809025,NA,NA,NA,NA
"10062","@snowybakugou attacked my big cat while I was feeding them and made a huge filthy mess, and more my big cat is terrified and hiding",0,FALSE,FALSE,"806211321943457792","snowybakugou","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 18:58:52 +0000 2016","806211142532169728","896191921","en",11,FALSE,"Chicago, IL","140823673","(Kelly <U+2640>)<U+2764><U+2764> icon by @kellmatsu <U+2764><U+2764> <U+2606>pregnantzombie-ao3<U+2606> R-18! BL<U+677E> OK(<U+2661><U+901F><U+5EA6><U+677E>-<U+304A><U+305D><U+30C1><U+30E7><U+30ED><U+2661>) Here you will find cosplay, cats, & fic chat/complaints.",TRUE,"Thu May 06 13:13:04 +0000 2010",52043,649,41297,FALSE,"http://thiscrush.com/~pregnantzombie","<U+30E1><U+30EA><U+30FC><U+30AF><U+30EA><U+30B9><U+677E>","Pacific Time (US & Canada)","en",-28800,270,"_choromi","US","United States","city","Chicago, IL",NA,NA,41.8335845,-87.732013,NA,NA,NA,NA
"10105","@cheesdees wowie!!!!!!!!!!! Look at that cat!!!!!! What a beauty!! Also I'm assuming that is ur gf and she is beautiful too!!!!!!!",0,FALSE,FALSE,"806211380097339392","cheesdees","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 18:59:06 +0000 2016","806210311883587584","65306596","en",11,FALSE,"constant state of confusion","768149505673789441","i smel like cigeret,, piece of crap artist",TRUE,"Tue Aug 23 18:14:49 +0000 2016",4324,100,6072,FALSE,"http://rainybethie.tumblr.com","the betht around",NA,"en",NA,93,"daddy_waluigi","US","United States","city","Coeur d'Alene, ID",NA,NA,47.701787,-116.7937445,NA,NA,NA,NA
"10118","@cheesdees wowie!!!!!!!!!!! Look at that cat!!!!!! What a beauty!! Also I'm assuming that is ur gf and she is beautiful too!!!!!!!",0,FALSE,FALSE,"806211380097339392","cheesdees","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 18:59:06 +0000 2016","806210311883587584","65306596","en",11,FALSE,"constant state of confusion","768149505673789441","i smel like cigeret,, piece of crap artist",TRUE,"Tue Aug 23 18:14:49 +0000 2016",4324,100,6072,FALSE,"http://rainybethie.tumblr.com","the betht around",NA,"en",NA,93,"daddy_waluigi","US","United States","city","Coeur d'Alene, ID",NA,NA,47.701787,-116.7937445,NA,NA,NA,NA
"10217","My #cat always beats me in a #staring contest <ed><U+00A0><U+00BD><ed><U+00B0><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+0091>#ialwaysblinkfirst #bitch",0,FALSE,FALSE,"806211512864014337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 18:59:38 +0000 2016",NA,NA,"en",5,FALSE,NA,"4775360301","Proud BaBa [= @steelers",TRUE,"Mon Jan 11 15:34:14 +0000 2016",570,76,4716,FALSE,NA,"Danyell™",NA,"en",NA,283,"bootsbetch","US","United States","city","Levittown, NY",NA,NA,40.7217815,-73.51487,NA,NA,NA,NA
"10604","bout to eat these friends flies with a side of cat syrup mmmm bone altitude call me chef boiled tea https://t.co/tedG3xyI7B",0,FALSE,FALSE,"806211844100624385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:00:56 +0000 2016",NA,NA,"en",36,FALSE,"nihilistic trap häus","1002079267","ig: sriracha.papi // aquarius // Denver:Los Angeles // heroin is for the birds // save the bees //",TRUE,"Mon Dec 10 17:06:13 +0000 2012",36250,4049,21795,FALSE,NA,"sriracha papí","Pacific Time (US & Canada)","en",-28800,665,"tannerhumann","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,NA,NA
"10748","@ryanhurnmusic I'd never seen this. Can't believe the cat didn't scamper after he removed the wrapping. Cute",0,FALSE,FALSE,"806211983569780737","ryanhurnmusic","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:01:30 +0000 2016","805857251177205761","151665570","en",0,FALSE,"Ohio","542949773","I have 2 children, 8 grandchildren & 4 great grandchildren. I am retired from the Common Pleas Clerk of Courts after 30 years.",TRUE,"Sun Apr 01 23:55:08 +0000 2012",284,77,373,FALSE,NA,"Arlene Cheesman",NA,"en",NA,198,"akmckoko10","US","United States","city","Lebanon, OH",NA,NA,39.430269,-84.2025655,NA,NA,NA,NA
"10873","""Tanner you're a pussy cat"" - ms roach <ed><U+00A0><U+00BD><ed><U+00B9><U+0083> @tprice_34",0,FALSE,FALSE,"806212139618734080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:02:07 +0000 2016",NA,NA,"en",2,FALSE,"in the moment ;)","1231407170","Royalton '19",TRUE,"Fri Mar 01 20:52:32 +0000 2013",7221,698,22654,FALSE,"http://vsco.co/morganminer4","Morgan Miner","Tijuana","en",-28800,709,"MorganMiner4","US","United States","city","North Royalton, OH",NA,NA,41.307831,-81.743506,NA,NA,NA,NA
"10927","I cri <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2> https://t.co/TltmSMhWfe",0,FALSE,FALSE,"806212212016693248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 19:02:24 +0000 2016",NA,NA,"en",9,FALSE,NA,"434476946","18 . cats. college.
It's not about how much time you have. It's how you use it.",TRUE,"Sun Dec 11 22:30:30 +0000 2011",23497,1094,7513,FALSE,NA,"avery","Eastern Time (US & Canada)","en",-18000,1556,"Dominic_Lara","US","United States","city","San Antonio, TX",NA,NA,29.417501,-98.5406515,NA,NA,"http://cbc.ca/firelog","https://t.co/TltmSMhWfe"
"11003","so today at my school they had cats and dogs from the animal shelter for us to play with. i wanted this cat sooo ba… https://t.co/vlqsD3F89P",0,FALSE,TRUE,"806212305650417666",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:02:47 +0000 2016",NA,NA,"en",5,FALSE,"Swanton, OH","36223514","'You can't wake up, this is not a dream, You're part of a machine, you are not a human being' | WJU '18 | 20 | Taken 10/10/16 | Snapchat: Jacqfrenchy",TRUE,"Wed Apr 29 00:13:18 +0000 2009",19561,358,20397,FALSE,"http://jacqfrenchy.tumblr.com","jingle jacq <ed><U+00A0><U+00BC><ed><U+00BE><U+0084>","Quito","en",-18000,399,"jacqfrenchy","US","United States","city","Wheeling, WV",NA,NA,40.0832635,-80.690881,NA,NA,"https://twitter.com/montsanto/status/806210759558656001","https://t.co/vlqsD3F89P"
"11104","i wonder how many times i ignore the words ""miss cat"" per day",0,FALSE,FALSE,"806212466409697280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:03:25 +0000 2016",NA,NA,"en",12,FALSE,"620 • 316","385256983",". work w the negatives to make a better picture . sad kids club . never settle . black lives matter",TRUE,"Wed Oct 05 05:04:44 +0000 2011",40833,1013,129221,FALSE,"http://cat-evenson.tumblr.com",". gosha cat .",NA,"en",NA,1051,"cat_evenson","US","United States","admin","Kansas, USA",NA,NA,38.498196,-98.319925,NA,NA,NA,NA
"11374","Horse girls are just rich cat ladies",0,FALSE,FALSE,"806212757041381380",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:04:34 +0000 2016",NA,NA,"en",1,FALSE,"fargo, nd","321200624","<ed><U+00A0><U+00BD><ed><U+00B3><U+00B7><ed><U+00A0><U+00BC><ed><U+00BD><U+0094><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+0080>

@POUNDSfargo",TRUE,"Tue Jun 21 05:30:28 +0000 2011",1838,199,443,FALSE,"http://www.POUNDSfargo.com","Alan Kasin","Central Time (US & Canada)","en",-21600,256,"alankasin","US","United States","city","Fargo, ND",NA,NA,46.8648825,-96.8300925,NA,NA,NA,NA
"11472","@StriveSoftball @catosterman RT and Follow no prob. I have a ball signed by Cat. She is awesome to fans. Keep doing good things.  #HookEm",0,FALSE,FALSE,"806212872451817472","StriveSoftball","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 19:05:02 +0000 2016","806158645587275776","2772237678","en",19,FALSE,"austin","2400618757","Love my life, Love my wife, God is good.  #LonghornNation #CowboysNation #TexasStars #DallasStars #Wolverines #rrexpress #TexasRangers",TRUE,"Thu Mar 20 23:46:21 +0000 2014",5789,580,5127,FALSE,NA,"shawn gould",NA,"en",NA,709,"sgould11","US","United States","city","Austin, TX",NA,NA,30.3233455,-97.754724,NA,NA,NA,NA
"11655","Thank you @ShannonLRahn for my #emoji #cat #cookies <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008E> I love them!! #bethday @ NAILS Magazine https://t.co/zcFyfON6pM",0,FALSE,FALSE,"806213086000529408",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 19:05:53 +0000 2016",NA,NA,"en",24,FALSE,"Laguna Hills, CA","247010729","Magazine editor & writer. Believer in shoes and the written word. Snapchat: shmethlive",TRUE,"Thu Feb 03 22:31:07 +0000 2011",5638,383,415,FALSE,"https://bethlivesay.contently.com","Beth Livesay","Pacific Time (US & Canada)","en",-28800,801,"shmeth","US","United States","city","Torrance, CA",NA,NA,33.8337145,-118.3512175,33.8584282,-118.3512223,"https://twitter.com/johnnyascogins4/status/805955818227003393","https://t.co/zcFyfON6pM"
"11887","@PDChina Oh that poor cat.... Hang in there little buddy. The dog will get bored and leave soon enough!",0,FALSE,FALSE,"806213291169161216","PDChina","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 19:06:41 +0000 2016","806180976032448512","303862998","en",0,FALSE,"Bloomfield, WI","800897307386507266","Retired Information Technology worker field Capacity Management",TRUE,"Tue Nov 22 03:02:52 +0000 2016",444,24,606,FALSE,NA,"Douglas Wiltse",NA,"en",NA,153,"douglas_wiltse","US","United States","city","Bloomfield, WI",NA,NA,42.5399075,-88.361626,NA,NA,NA,NA
"11983","@ZoeyHouser https://t.co/NUCi7xVARi",0,FALSE,FALSE,"806213404117651457","ZoeyHouser","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:07:08 +0000 2016",NA,"329481050","und",0,FALSE,NA,"754072081","wuts gucci https://m.soundcloud.com/rachhbushh •you have every right to a beautiful life•",TRUE,"Mon Aug 13 00:30:18 +0000 2012",10314,638,3119,FALSE,NA,"rach",NA,"en",NA,411,"RachhBushh","US","United States","city","New Britain, PA",NA,NA,40.2977805,-75.177819,NA,NA,"http://www.ara.cat/economia/Espanya-llibres-digitals-equiparar-lo-impresos-IVA_0_1700230077.html","https://t.co/NUCi7xVARi"
"12103","@clarkhei you should meet my dog who acts like a cat then, because that bitch will throw you under the bus. No loyalty. <U+2639><U+FE0F>",0,FALSE,FALSE,"806213536317865984","clarkhei","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:07:40 +0000 2016","806027355739262976","114576852","en",0,FALSE,"the upside down","18824107","probably somewhere drunk and complaining. bring me sushi.",TRUE,"Sat Jan 10 02:23:15 +0000 2009",29038,506,19492,FALSE,"http://www.heavensgate.com","tealer","Central Time (US & Canada)","en",-21600,380,"pixy_styx","US","United States","city","Valdosta, GA",NA,NA,30.8560845,-83.302512,NA,NA,NA,NA
"12307","This is exactly why people shouldn't keep their pets outside  overnight<ed><U+00A0><U+00BD><ed><U+00B8><U+00A1> https://t.co/FK3BuzCkhR",0,FALSE,FALSE,"806213715099979776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:08:23 +0000 2016",NA,NA,"en",2,FALSE,"Puyallup WA","1582247582","|Tacoma Community College| |Freshman| |Soccer| |Titans| |Washington|",TRUE,"Wed Jul 10 05:02:13 +0000 2013",1881,581,5237,FALSE,NA,"Jenna Poland","Pacific Time (US & Canada)","en",-28800,1137,"Jenna_Bear19","US","United States","city","South Hill, WA",NA,NA,47.1192855,-122.296281,NA,NA,"http://ow.ly/SNcR306RfUW","https://t.co/FK3BuzCkhR"
"12347","@Hulkenstein13 @Alopez2380TX I'm gonna end up being a cat lady <ed><U+00A0><U+00BD><ed><U+00B8><U+009F>... well without the cats",0,FALSE,FALSE,"806213768288079872","Hulkenstein13","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 19:08:35 +0000 2016","806209431084171265","1900506630","en",189,FALSE,"NOT 4rm SanAntonio or Dallas","52866485","Mexican|Funny|Dork|Sweet|Flirty|#Leo|#Texans/#Cowboys|Feisty|Sassy|#SillyVero|WineLover|#VinoVixens|#FootballMom",TRUE,"Wed Jul 01 22:02:23 +0000 2009",75735,2485,11820,FALSE,NA,"°•<U+2606> Sugar Tits <U+2606>•°","Central Time (US & Canada)","en",-21600,639,"Vero_LaCabrona","US","United States","city","Groves, TX",NA,NA,29.9445125,-93.9176575,NA,NA,NA,NA
"12367","Things Mom does: 
•Takes pictures of my socks and puts them on Facebook
•Sends me random info about my cat",0,FALSE,FALSE,"806213786390724608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:08:40 +0000 2016",NA,NA,"en",2,FALSE,NA,"592905015","I suffer from severe wanderlust ||  Made of pure sass. F<U+039C> IU'18.",TRUE,"Mon May 28 15:36:42 +0000 2012",10198,423,11795,FALSE,"http://hoosierstateofprep.blogspot.com","Mallory Bartel","Atlantic Time (Canada)","en",-14400,372,"mal_bartel","US","United States","admin","Indiana, USA",NA,NA,39.7665555,-86.441236,NA,NA,NA,NA
"12374","*listens to Faithfully by Journey while thinking about my cat* https://t.co/RU5QhPc7AS",0,FALSE,FALSE,"806213788307365888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:08:40 +0000 2016",NA,NA,"en",3,FALSE,NA,"2276758219","There's more to life than books, you know. But not much more",TRUE,"Sat Jan 04 22:53:17 +0000 2014",1841,166,8747,FALSE,NA,"j e s s",NA,"en",NA,172,"JessPeregrina","US","United States","city","Irvine, CA",NA,NA,33.689732,-117.7823605,NA,NA,NA,NA
"12521","my [Christmas] Party Trick is yelling, ""Did you know The Human Cat in Love Actually dated James Bond in his EuroTra… https://t.co/K5bi43LqGU",0,FALSE,TRUE,"806213972248723456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 19:09:24 +0000 2016",NA,NA,"en",89,FALSE,"Brooklyn","47197725","New York observer. Strategist by day. Odd bird. Girls to the front. Hi!",TRUE,"Sun Jun 14 22:55:34 +0000 2009",3941,3342,34851,FALSE,"http://maryellen.nyc/holla","Maryellen Stewart","Eastern Time (US & Canada)","en",-18000,368,"Maryellen","US","United States","city","Manhattan, NY",NA,NA,40.780709,-73.9685415,NA,NA,"http://MyCatisSpoiled.com","https://t.co/K5bi43LqGU"
"12531","Kitten has no concept of gravity. It's cute. But I feel bad she doesn't realize rolling on top of the couch will have her fall every time.",0,FALSE,FALSE,"806213988581158912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:09:28 +0000 2016",NA,NA,"en",25,FALSE,"Washington, USA","273149958","¯\_(<U+30C4>)_/¯",TRUE,"Sun Mar 27 23:03:04 +0000 2011",5647,109,4189,FALSE,"http://instagram.com/msullivan08","Sully","Pacific Time (US & Canada)","en",-28800,386,"aysully","US","United States","city","Lakewood, WA",NA,NA,47.157103,-122.506779,NA,NA,NA,NA
"12599","https://t.co/ZqnjoYStFn",0,FALSE,FALSE,"806214063701262336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:09:46 +0000 2016",NA,NA,"und",0,FALSE,"Miami, FL","284205275","God is the PLUG .... IG: @Thisis_cami",TRUE,"Mon Apr 18 20:58:55 +0000 2011",8521,254,619,FALSE,NA,"Cami <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>","Pacific Time (US & Canada)","en",-28800,236,"_camil0ve","US","United States","city","Miami, FL",NA,NA,25.7823535,-80.2333285,NA,NA,"https://twitter.com/i/web/status/806216635757555712","https://t.co/ZqnjoYStFn"
"12668","@gab_childers https://t.co/2LmSr2RMeV",0,FALSE,FALSE,"806214143019745280","gab_childers","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:10:05 +0000 2016",NA,"1876712414","und",1,FALSE,"michigan state","2804890349","i'm a sucker for sky pics @alicia_sobell | @juliaheisler is my header",TRUE,"Sat Oct 04 13:10:16 +0000 2014",1049,237,4595,FALSE,NA,"megan connelly",NA,"en",NA,193,"meganaconnelly","US","United States","city","East Lansing, MI",NA,NA,42.74672,-84.4816265,NA,NA,"https://twitter.com/emrgencykittens/status/806117272049881089","https://t.co/2LmSr2RMeV"
